,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Penalty_Kicks_Made,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG.1,GA,SoTA,Saves,Save%,PK_Save%,CS,CS%,Sh,SoT,SoT%,G/Sh,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,xA,Tkl,Challenges_Tkl,TklW,Tkl%,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Season,Team,Competition
24,Romano Floriani,it ITA,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Lazio,Seria A
25,Davide Renzetti,it ITA,GK,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Lazio,Seria A
26,Fabio Ruggeri,it ITA,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Lazio,Seria A
27,Federico Magro,it ITA,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Lazio,Seria A
28,Diego González,py PAR,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Lazio,Seria A
29,Raúl Moro,es ESP,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Lazio,Seria A
30,Dimitrije Kamenović,rs SRB,DF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Lazio,Seria A
31,Marius Adamonis,lt LTU,GK,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Lazio,Seria A
32,Mohamed Fares,dz ALG,"DF,FW",26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Lazio,Seria A
33,Djavan Anderson,nl NED,"DF,MF",27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Lazio,Seria A
0,Lautaro Martínez,ar ARG,FW,24,57,45,4112.0,45.7,28.0,10.0,38.0,27.0,1.0,2.0,8.0,0.0,21.0,19.4,7.2,0.49,,,,,,,,168.0,65.0,38.7,0.16,15.1,664.0,910.0,73.0,9992.0,2550.0,3.9,41.0,13.0,28.0,35.1,25.0,63.0,24.0,1.0,56.0,67.0,45.5,2022-2023,Internazionale,Seria A
1,Nicolò Barella,it ITA,MF,25,52,48,4011.0,44.6,9.0,9.0,18.0,9.0,0.0,0.0,10.0,0.0,4.6,4.6,6.3,0.12,,,,,,,,56.0,19.0,33.9,0.16,21.3,1628.0,2008.0,81.1,27040.0,8152.0,5.0,72.0,37.0,44.0,48.1,16.0,86.0,23.0,0.0,23.0,26.0,46.9,2022-2023,Internazionale,Seria A
2,Francesco Acerbi,it ITA,DF,34,49,40,3836.0,42.6,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.4,1.4,1.2,0.04,,,,,,,,27.0,5.0,18.5,0.04,17.6,1947.0,2206.0,88.3,36541.0,11510.0,1.3,43.0,24.0,32.0,70.6,58.0,95.0,131.0,2.0,103.0,63.0,62.0,2022-2023,Internazionale,Seria A
3,André Onana,cm CMR,GK,26,41,41,3720.0,41.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1,0.0,36.0,153.0,120.0,77.8,0.0,19.0,46.3,0.0,0.0,,,,1244.0,1555.0,80.0,32107.0,21862.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,85.7,2022-2023,Internazionale,Seria A
4,Alessandro Bastoni,it ITA,DF,23,46,43,3525.0,39.2,0.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,1.3,1.3,4.7,0.04,,,,,,,,17.0,4.0,23.5,0.0,13.6,1890.0,2280.0,82.9,38519.0,13973.0,4.6,61.0,21.0,31.0,48.8,34.0,94.0,77.0,0.0,57.0,32.0,64.0,2022-2023,Internazionale,Seria A
5,Hakan Çalhanoğlu,tr TUR,MF,28,49,41,3484.0,38.7,4.0,8.0,12.0,3.0,1.0,1.0,5.0,0.0,3.5,2.7,6.3,0.08,,,,,,,,72.0,20.0,27.8,0.04,26.6,1773.0,2128.0,83.3,32635.0,9985.0,7.3,64.0,24.0,46.0,38.1,38.0,97.0,20.0,1.0,21.0,20.0,51.2,2022-2023,Internazionale,Seria A
6,Denzel Dumfries,nl NED,DF,26,51,39,3435.0,38.2,2.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,5.4,5.4,5.3,0.16,,,,,,,,46.0,19.0,41.3,0.04,11.2,973.0,1352.0,72.0,16246.0,5137.0,4.3,44.0,27.0,30.0,60.0,20.0,64.0,45.0,0.0,67.0,56.0,54.5,2022-2023,Internazionale,Seria A
7,Matteo Darmian,it ITA,DF,32,48,38,3336.0,37.1,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.1,1.1,2.2,0.03,,,,,,,,11.0,2.0,18.2,0.18,20.2,1481.0,1736.0,85.3,26760.0,9336.0,2.3,76.0,39.0,52.0,58.2,42.0,116.0,64.0,0.0,22.0,32.0,40.7,2022-2023,Internazionale,Seria A
