,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,GA,SoTA,Saves,Save%,Save%,CS,CS%,Sh,SoT,SoT%,G/Sh,Dist,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,TotDist,PrgDist,xA,Tkl,Tkl,TklW,Tkl%,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Season,Team,Competition
15,Youssouf Koné,ml MLI,DF,24.0,11,10,818.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.4,0.4,20.0,44.0,26.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,,,,,,,,3.0,0.0,0.0,0.0,30.6,554.0,277.0,213.0,50.0,654.0,300.0,249.0,78.0,84.7,92.3,85.5,64.1,9027.0,2685.0,0.3,22.0,12.0,14.0,60.0,8.0,30.0,15.0,0.0,6.0,7.0,46.2,2019-2020,Lyon,Ligue 1
16,Kenny Tete,nl NED,DF,23.0,18,9,1072.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.5,2.2,38.0,67.0,88.0,0.0,0.08,0.08,0.0,0.08,0.06,0.13,0.19,0.06,0.19,Matches,,,,,,,,7.0,2.0,28.6,0.0,16.0,680.0,364.0,243.0,51.0,857.0,406.0,305.0,86.0,79.3,89.7,79.7,59.3,10654.0,3845.0,1.7,33.0,15.0,21.0,65.2,19.0,52.0,34.0,0.0,10.0,10.0,50.0,2019-2020,Lyon,Ligue 1
17,Rafael,br BRA,DF,29.0,13,9,700.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.6,0.7,11.0,34.0,28.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,,,,,,,,5.0,1.0,20.0,0.0,26.6,355.0,235.0,95.0,12.0,444.0,256.0,129.0,28.0,80.0,91.8,73.6,42.9,4733.0,1934.0,0.3,24.0,10.0,16.0,55.6,10.0,34.0,14.0,0.0,17.0,9.0,65.4,2019-2020,Lyon,Ligue 1
18,Maxence Caqueret,fr FRA,MF,19.0,8,7,568.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,6.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches,,,,,,,,4.0,2.0,50.0,0.0,23.7,330.0,167.0,134.0,21.0,383.0,187.0,151.0,29.0,86.2,89.3,88.7,72.4,5285.0,1702.0,0.8,24.0,11.0,15.0,44.0,9.0,33.0,6.0,1.0,2.0,9.0,18.2,2019-2020,Lyon,Ligue 1
19,Karl Toko Ekambi,cm CMR,"FW,MF",26.0,8,5,538.0,6.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.2,2.2,1.2,3.4,25.0,15.0,58.0,0.33,0.17,0.5,0.33,0.5,0.37,0.2,0.57,0.37,0.57,Matches,,,,,,,,13.0,7.0,53.8,0.15,14.8,149.0,85.0,41.0,13.0,195.0,100.0,54.0,22.0,76.4,85.0,75.9,59.1,2207.0,418.0,0.9,5.0,3.0,2.0,60.0,5.0,10.0,1.0,0.0,9.0,14.0,39.1,2019-2020,Lyon,Ligue 1
20,Bruno Guimarães,br BRA,MF,21.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,Matches,,,,,,,,2.0,0.0,0.0,0.0,22.9,175.0,78.0,68.0,25.0,193.0,83.0,76.0,26.0,90.7,94.0,89.5,96.2,3135.0,735.0,0.2,12.0,5.0,7.0,50.0,4.0,16.0,1.0,0.0,0.0,1.0,0.0,2019-2020,Lyon,Ligue 1
21,Ciprian Tătărușanu,ro ROU,GK,33.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0,11.0,9.0,81.8,,1.0,50.0,0.0,0.0,,,,56.0,10.0,31.0,15.0,61.0,10.0,31.0,20.0,91.8,100.0,100.0,75.0,1446.0,1180.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,3.0,0.0,100.0,2019-2020,Lyon,Ligue 1
22,Jean Lucas,br BRA,MF,21.0,11,1,200.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.6,2.0,10.0,7.0,0.45,0.0,0.45,0.45,0.45,0.2,0.06,0.26,0.2,0.26,Matches,,,,,,,,6.0,2.0,33.3,0.17,26.4,131.0,67.0,47.0,6.0,149.0,73.0,53.0,9.0,87.9,91.8,88.7,66.7,1877.0,417.0,0.3,16.0,2.0,7.0,22.2,2.0,18.0,0.0,0.0,1.0,8.0,11.1,2019-2020,Lyon,Ligue 1
23,Rayan Cherki,fr FRA,"MF,FW",15.0,6,1,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.18,0.14,0.18,Matches,,,,,,,,3.0,2.0,66.7,0.0,23.5,42.0,22.0,12.0,1.0,65.0,28.0,14.0,6.0,64.6,78.6,85.7,16.7,518.0,133.0,0.0,3.0,3.0,2.0,75.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2019-2020,Lyon,Ligue 1
24,Melvin Bard,fr FRA,DF,18.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,,,,,,,,0.0,0.0,,,,40.0,25.0,14.0,1.0,47.0,26.0,16.0,2.0,85.1,96.2,87.5,50.0,545.0,112.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,2.0,0.0,100.0,2019-2020,Lyon,Ligue 1
25,Oumar Solet,fr FRA,DF,19.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,3.0,1.0,2.0,0.0,5.0,1.0,3.0,1.0,60.0,100.0,66.7,0.0,57.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2019-2020,Lyon,Ligue 1
26,Amine Gouiri,dz ALG,FW,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2019-2020,Lyon,Ligue 1
27,Pape Cheikh Diop,sn SEN,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020,Lyon,Ligue 1
28,Pierre Kalulu,fr FRA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020,Lyon,Ligue 1
29,Anthony Racioppi,ch SUI,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020,Lyon,Ligue 1
30,Squad Total,,,24.8,28,308,2520.0,28.0,42.0,29.0,71.0,37.0,5.0,6.0,49.0,4.0,37.6,33.0,25.2,58.2,563.0,1208.0,1196.0,1.5,1.04,2.54,1.32,2.36,1.34,0.9,2.24,1.18,2.08,,27.0,97.0,73.0,74.2,0.0,9.0,32.1,354.0,130.0,36.7,0.1,19.1,13273.0,5867.0,5651.0,1367.0,15983.0,6557.0,6417.0,2144.0,83.0,89.5,88.1,63.8,233751.0,78097.0,24.0,492.0,201.0,304.0,45.5,311.0,803.0,540.0,7.0,455.0,372.0,55.0,2019-2020,Lyon,Ligue 1
31,Opponent Total,,,26.1,28,308,2520.0,28.0,24.0,15.0,39.0,22.0,2.0,3.0,55.0,7.0,27.1,24.7,18.5,43.2,495.0,976.0,969.0,0.86,0.54,1.39,0.79,1.32,0.97,0.66,1.63,0.88,1.54,,42.0,136.0,93.0,72.8,16.7,9.0,32.1,307.0,95.0,30.9,0.07,21.1,9800.0,4561.0,3890.0,934.0,12551.0,5200.0,4615.0,1895.0,78.1,87.7,84.3,49.3,167531.0,62592.0,16.9,530.0,237.0,303.0,41.0,315.0,845.0,543.0,11.0,372.0,455.0,45.0,2019-2020,Lyon,Ligue 1
0,Vitorino Hilton,br BRA,DF,41.0,28,28,2510.0,27.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,1.2,2.7,28.0,110.0,6.0,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.1,0.05,0.1,Matches,,,,,,,,13.0,0.0,0.0,0.0,8.3,1139.0,220.0,644.0,268.0,1420.0,267.0,701.0,414.0,80.2,82.4,91.9,64.7,27174.0,11888.0,0.9,27.0,13.0,17.0,46.4,49.0,76.0,121.0,1.0,89.0,42.0,67.9,2019-2020,Montpellier,Ligue 1
1,Damien Le Tallec,fr FRA,"MF,DF",29.0,28,28,2458.0,27.3,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.5,1.5,11.0,94.0,26.0,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.05,0.04,0.05,Matches,,,,,,,,15.0,7.0,46.7,0.13,15.1,790.0,352.0,323.0,91.0,992.0,416.0,379.0,146.0,79.6,84.6,85.2,62.3,13948.0,4898.0,1.0,52.0,24.0,27.0,34.8,38.0,90.0,59.0,0.0,64.0,65.0,49.6,2019-2020,Montpellier,Ligue 1
2,Gaëtan Laborde,fr FRA,FW,25.0,28,27,2237.0,24.9,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,8.3,8.3,3.8,12.1,69.0,77.0,216.0,0.24,0.2,0.44,0.24,0.44,0.33,0.15,0.49,0.33,0.49,Matches,,,,,,,,64.0,22.0,34.4,0.09,14.6,428.0,269.0,120.0,13.0,661.0,351.0,181.0,34.0,64.8,76.6,66.3,38.2,5547.0,1336.0,2.9,21.0,9.0,12.0,23.7,7.0,28.0,32.0,1.0,113.0,103.0,52.3,2019-2020,Montpellier,Ligue 1
3,Andy Delort,dz ALG,FW,27.0,26,26,2280.0,25.3,9.0,3.0,12.0,9.0,0.0,2.0,5.0,0.0,11.4,9.9,4.7,14.6,50.0,69.0,246.0,0.36,0.12,0.47,0.36,0.47,0.45,0.19,0.64,0.39,0.58,Matches,,,,,,,,82.0,28.0,34.1,0.11,18.0,451.0,243.0,137.0,55.0,789.0,349.0,241.0,117.0,57.2,69.6,56.8,47.0,7482.0,1629.0,3.9,28.0,7.0,18.0,25.9,3.0,31.0,10.0,0.0,75.0,71.0,51.4,2019-2020,Montpellier,Ligue 1
4,Gerónimo Rulli,ar ARG,GK,27.0,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,27.0,119.0,91.0,79.8,40.0,8.0,32.0,0.0,0.0,,,,689.0,95.0,284.0,309.0,882.0,96.0,288.0,494.0,78.1,99.0,98.6,62.6,21615.0,16895.0,0.1,3.0,3.0,1.0,75.0,2.0,5.0,9.0,1.0,4.0,1.0,80.0,2019-2020,Montpellier,Ligue 1
5,Daniel Congré,fr FRA,DF,34.0,24,23,1941.0,21.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.2,1.4,21.0,87.0,8.0,0.0,0.05,0.05,0.0,0.05,0.06,0.01,0.07,0.06,0.07,Matches,,,,,,,,9.0,2.0,22.2,0.0,10.4,747.0,305.0,347.0,87.0,911.0,339.0,398.0,141.0,82.0,90.0,87.2,61.7,13938.0,6375.0,0.4,37.0,18.0,27.0,47.4,47.0,84.0,66.0,1.0,49.0,35.0,58.3,2019-2020,Montpellier,Ligue 1
6,Arnaud Souquet,fr FRA,"DF,FW",27.0,24,22,2016.0,22.4,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.6,0.5,1.0,1.5,44.0,82.0,137.0,0.09,0.0,0.09,0.09,0.09,0.03,0.04,0.07,0.02,0.07,Matches,,,,,,,,14.0,4.0,28.6,0.14,21.3,808.0,456.0,295.0,47.0,1076.0,529.0,383.0,100.0,75.1,86.2,77.0,47.0,12556.0,5415.0,1.1,62.0,30.0,40.0,44.8,17.0,79.0,44.0,0.0,31.0,33.0,48.4,2019-2020,Montpellier,Ligue 1
7,Ambroise Oyongo,cm CMR,"DF,FW",28.0,21,21,1821.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.7,1.1,31.0,69.0,102.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,,,,,,,,10.0,0.0,0.0,0.0,21.2,688.0,361.0,258.0,59.0,940.0,419.0,329.0,125.0,73.2,86.2,78.4,47.2,11414.0,4814.0,0.8,25.0,16.0,10.0,57.1,17.0,42.0,35.0,0.0,24.0,24.0,50.0,2019-2020,Montpellier,Ligue 1
8,Florent Mollet,fr FRA,"MF,FW",27.0,25,19,1684.0,18.7,6.0,3.0,9.0,6.0,0.0,0.0,5.0,0.0,3.0,3.0,5.1,8.1,38.0,84.0,122.0,0.32,0.16,0.48,0.32,0.48,0.16,0.27,0.43,0.16,0.43,Matches,,,,,,,,46.0,20.0,43.5,0.13,23.5,682.0,344.0,237.0,83.0,887.0,387.0,287.0,161.0,76.9,88.9,82.6,51.6,11915.0,3168.0,3.6,13.0,7.0,11.0,25.0,9.0,22.0,2.0,0.0,12.0,21.0,36.4,2019-2020,Montpellier,Ligue 1
9,Téji Savanier,fr FRA,MF,27.0,19,18,1524.0,16.9,6.0,2.0,8.0,4.0,2.0,2.0,5.0,0.0,2.7,1.1,2.5,3.6,28.0,126.0,31.0,0.35,0.12,0.47,0.24,0.35,0.16,0.15,0.31,0.07,0.22,Matches,,,,,,,,29.0,7.0,24.1,0.14,28.8,707.0,281.0,265.0,147.0,948.0,332.0,331.0,244.0,74.6,84.6,80.1,60.2,14559.0,4907.0,2.3,52.0,25.0,39.0,32.5,35.0,87.0,21.0,1.0,22.0,13.0,62.9,2019-2020,Montpellier,Ligue 1
10,Pedro Mendes,pt POR,DF,28.0,16,16,1376.0,15.3,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.7,1.7,0.1,1.8,19.0,64.0,3.0,0.07,0.0,0.07,0.07,0.07,0.11,0.0,0.12,0.11,0.12,Matches,,,,,,,,9.0,3.0,33.3,0.11,13.5,576.0,185.0,298.0,89.0,723.0,211.0,328.0,159.0,79.7,87.7,90.9,56.0,12155.0,5046.0,0.4,28.0,15.0,17.0,62.5,28.0,56.0,42.0,1.0,24.0,25.0,49.0,2019-2020,Montpellier,Ligue 1
11,Joris Chotard,fr FRA,MF,17.0,20,13,1251.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.4,0.7,8.0,59.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,,,,,,,,9.0,2.0,22.2,0.0,32.3,417.0,155.0,177.0,75.0,545.0,186.0,215.0,116.0,76.5,83.3,82.3,64.7,8411.0,2554.0,0.5,30.0,15.0,18.0,42.9,20.0,50.0,12.0,1.0,22.0,14.0,61.1,2019-2020,Montpellier,Ligue 1
12,Jordan Ferri,fr FRA,MF,27.0,16,13,1150.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,1.3,1.7,32.0,97.0,50.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,Matches,,,,,,,,11.0,4.0,36.4,0.0,23.6,594.0,280.0,239.0,66.0,731.0,306.0,280.0,100.0,81.3,91.5,85.4,66.0,10652.0,3235.0,1.1,22.0,13.0,13.0,29.5,10.0,32.0,10.0,0.0,10.0,10.0,50.0,2019-2020,Montpellier,Ligue 1
13,Mihailo Ristić,rs SRB,"DF,MF",23.0,18,8,811.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,15.0,23.0,43.0,0.0,0.22,0.22,0.0,0.22,0.03,0.05,0.09,0.03,0.09,Matches,,,,,,,,8.0,1.0,12.5,0.0,23.0,272.0,130.0,102.0,35.0,375.0,154.0,127.0,60.0,72.5,84.4,80.3,58.3,4695.0,1641.0,0.5,18.0,9.0,14.0,45.0,7.0,25.0,18.0,0.0,13.0,15.0,46.4,2019-2020,Montpellier,Ligue 1
14,Nicolas Cozza,fr FRA,DF,20.0,7,6,556.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,,,,,,,,1.0,0.0,0.0,0.0,4.0,202.0,76.0,99.0,22.0,248.0,89.0,107.0,41.0,81.5,85.4,92.5,53.7,3854.0,1422.0,0.1,5.0,2.0,5.0,66.7,9.0,14.0,18.0,0.0,9.0,9.0,50.0,2019-2020,Montpellier,Ligue 1
15,Junior Sambia,fr FRA,"DF,MF",22.0,17,5,587.0,6.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.6,0.6,0.2,0.8,14.0,23.0,26.0,0.15,0.15,0.31,0.15,0.31,0.09,0.03,0.12,0.09,0.12,Matches,,,,,,,,13.0,5.0,38.5,0.08,22.6,194.0,94.0,83.0,15.0,250.0,100.0,105.0,36.0,77.6,94.0,79.0,41.7,3199.0,1449.0,0.4,8.0,3.0,6.0,23.1,8.0,16.0,6.0,0.0,8.0,7.0,53.3,2019-2020,Montpellier,Ligue 1
16,Dimitry Bertaud,cd COD,GK,21.0,3,3,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3.0,5.0,2.0,40.0,,0.0,0.0,0.0,0.0,,,,59.0,3.0,28.0,27.0,67.0,3.0,28.0,35.0,88.1,100.0,100.0,77.1,1785.0,1293.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,100.0,2019-2020,Montpellier,Ligue 1
17,Thibaut Vargas,fr FRA,"DF,MF",19.0,3,2,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,,,,,,,,0.0,0.0,,,,42.0,19.0,18.0,5.0,63.0,27.0,23.0,11.0,66.7,70.4,78.3,45.5,728.0,219.0,0.2,3.0,2.0,1.0,40.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2019-2020,Montpellier,Ligue 1
18,Keagan Dolly,za RSA,MF,26.0,6,1,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,4.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,Matches,,,,,,,,4.0,3.0,75.0,0.0,29.0,60.0,32.0,24.0,2.0,75.0,37.0,25.0,7.0,80.0,86.5,96.0,28.6,884.0,251.0,0.2,6.0,2.0,3.0,40.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,2019-2020,Montpellier,Ligue 1
19,Yun Il-lok,kr KOR,"MF,FW",27.0,5,1,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,1.0,4.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.38,0.33,0.71,0.38,0.71,Matches,,,,,,,,2.0,0.0,0.0,0.0,8.2,40.0,24.0,13.0,1.0,55.0,31.0,17.0,2.0,72.7,77.4,76.5,50.0,557.0,99.0,0.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,66.7,2019-2020,Montpellier,Ligue 1
20,Petar Škuletić,rs SRB,"FW,MF",29.0,5,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1,0.3,0.1,0.3,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.91,0.05,0.96,0.23,0.28,Matches,,,,,,,,4.0,1.0,25.0,0.0,17.5,18.0,13.0,4.0,0.0,27.0,16.0,9.0,0.0,66.7,81.3,44.4,,204.0,22.0,0.1,6.0,2.0,4.0,50.0,0.0,6.0,1.0,0.0,10.0,10.0,50.0,2019-2020,Montpellier,Ligue 1
21,Clément Vidal,fr FRA,DF,19.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,,,,,,,,1.0,0.0,0.0,0.0,8.5,36.0,12.0,20.0,4.0,46.0,15.0,24.0,7.0,78.3,80.0,83.3,57.1,732.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,85.7,2019-2020,Montpellier,Ligue 1
22,Mathías Suárez,uy URU,DF,23.0,1,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,19.0,12.0,7.0,0.0,27.0,13.0,11.0,0.0,70.4,92.3,63.6,,288.0,180.0,0.0,2.0,2.0,2.0,66.7,1.0,3.0,3.0,0.0,1.0,1.0,50.0,2019-2020,Montpellier,Ligue 1
23,Souleymane Camara,sn SEN,FW,36.0,13,0,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,1.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.17,0.24,0.41,0.17,0.41,Matches,,,,,,,,3.0,2.0,66.7,0.0,11.8,33.0,20.0,13.0,0.0,49.0,24.0,22.0,0.0,67.3,83.3,59.1,,458.0,150.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,13.0,51.9,2019-2020,Montpellier,Ligue 1
24,Matis Carvalho,pt POR,GK,20.0,1,0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0,8.0,5.0,50.0,,0.0,,0.0,0.0,,,,14.0,5.0,4.0,5.0,27.0,5.0,4.0,18.0,51.9,100.0,100.0,27.8,427.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2019-2020,Montpellier,Ligue 1
25,Bastian Badu,fr FRA,FW,19.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,Matches,,,,,,,,1.0,1.0,100.0,0.0,13.6,6.0,4.0,2.0,0.0,6.0,4.0,2.0,0.0,100.0,100.0,100.0,,74.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,66.7,2019-2020,Montpellier,Ligue 1
26,Bilal Boutobba,fr FRA,MF,20.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,2.0,0.0,2.0,0.0,5.0,1.0,3.0,0.0,40.0,0.0,66.7,,51.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2019-2020,Montpellier,Ligue 1
27,Amir Adouyev,ru RUS,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020,Montpellier,Ligue 1
28,Kylian Kaïboué,fr FRA,"DF,MF",20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020,Montpellier,Ligue 1
29,Facundo Píriz,uy URU,MF,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-2020,Montpellier,Ligue 1
30,Squad Total,,,28.5,28,308,2520.0,28.0,33.0,19.0,52.0,31.0,2.0,5.0,55.0,5.0,35.3,31.3,23.2,54.6,425.0,1104.0,1096.0,1.18,0.68,1.86,1.11,1.79,1.26,0.83,2.09,1.12,1.95,,34.0,132.0,98.0,76.5,40.0,8.0,28.6,348.0,112.0,32.2,0.09,19.2,9713.0,3990.0,4043.0,1505.0,12825.0,4707.0,4848.0,2568.0,75.7,84.8,83.4,58.6,189302.0,79566.0,20.7,449.0,217.0,286.0,38.1,308.0,757.0,520.0,7.0,606.0,518.0,53.9,2019-2020,Montpellier,Ligue 1
31,Opponent Total,,,26.1,28,308,2520.0,28.0,32.0,22.0,54.0,29.0,3.0,5.0,69.0,7.0,34.7,31.0,25.5,56.5,650.0,1069.0,1058.0,1.14,0.79,1.93,1.04,1.82,1.24,0.91,2.15,1.11,2.02,,35.0,116.0,81.0,71.6,50.0,10.0,35.7,367.0,127.0,34.6,0.08,20.1,11092.0,5034.0,4435.0,1250.0,14051.0,5730.0,5314.0,2215.0,78.9,87.9,83.5,56.4,196295.0,73551.0,22.2,423.0,231.0,236.0,51.4,297.0,720.0,596.0,6.0,518.0,606.0,46.1,2019-2020,Montpellier,Ligue 1
0,Benjamin Lecomte,fr FRA,GK,28.0,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,44.0,134.0,91.0,71.6,0.0,7.0,25.0,0.0,0.0,,,,633.0,101.0,287.0,244.0,850.0,102.0,291.0,454.0,74.5,99.0,98.6,53.7,18387.0,14304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,11.0,2.0,84.6,2019-2020,Monaco,Ligue 1
